customerid,record_date,monthlycharges,totalcharges,customerservicecalls,state,city,zipcode,latitude,longitude,gender,seniorcitizen,partner,dependents,tenuremonths,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,cltv
1414-YADCW,2021-08-01,96.44400000,650506.80000000,0,California,Deer Park,94576,38.55438300,-122.47477300,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),5679
6164-HAQTX,2021-08-01,61.50300000,443306.10000000,0,California,Boonville,95415,39.02586700,-123.38154400,Male,No,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),4094
0186-CAERR,2021-08-01,132.58200000,947288.70000000,0,California,Auburn,95603,38.91288100,-121.08276600,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4644
3084-DOWLE,2021-08-01,104.88000000,738081.60000000,0,California,Citrus Heights,95621,38.69549000,-121.30786400,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6434
5766-FTRTS,2021-08-01,96.27300000,687773.40000000,0,California,El Segundo,90245,33.91714500,-118.40155400,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,6297
7285-KLOTR,2021-08-01,56.63007000,62968.18500000,8,California,Pacifica,94044,37.57363300,-122.45516700,Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,2495
1226-IENZN,2021-08-01,56.55825000,87494.71500000,8,California,Los Angeles,90024,34.06630300,-118.43547900,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4351
5155-AZQPB,2021-08-01,35.83818000,101284.15500000,8,California,San Diego,92114,32.70789200,-117.05512000,Female,No,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,5250
8148-NLEGT,2021-08-01,16.48269000,72843.43500000,8,California,Pinecrest,95364,38.22486900,-119.75572900,Female,No,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,4650
4717-GHADL,2021-08-01,57.16872000,289018.04400000,8,California,Callahan,96014,41.38839700,-122.79463600,Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,5592
7572-KPVKK,2021-08-01,74.72871000,473329.71000000,8,California,Los Altos,94024,37.35291100,-122.09300200,Male,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,5900
8905-IAZPF,2021-08-01,68.69583000,484368.44400000,8,California,Capistrano Beach,92624,33.45875400,-117.66510400,Female,No,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),5251
6982-UQZLY,2021-08-01,0.00000000,0.00000000,3,California,Los Alamos,93440,34.75869900,-120.27583900,Female,Yes,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3817
8182-PNAGI,2021-08-01,0.00000000,0.00000000,3,California,Pico Rivera,90660,33.98952400,-118.08929900,Male,No,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),3624
2808-CHTDM,2021-08-01,18.02682000,43914.33900000,8,California,Los Angeles,90024,34.06630300,-118.43547900,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,2267
8378-LKJAF,2021-08-01,72.64593000,284170.19400000,8,California,Santa Ana,92704,33.71986900,-117.90706300,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3738
5630-IXDXV,2021-08-01,76.38057000,348262.36200000,8,California,Reedley,93654,36.63663800,-119.42184200,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3723
2550-AEVRU,2021-08-01,38.38779000,219266.46000000,8,California,Woodland Hills,91364,34.15373300,-118.59340800,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,5660
0485-ZBSLN,2021-08-01,17.77545000,123178.48200000,8,California,Mecca,92254,33.54383500,-115.99390600,Male,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),6263
8631-NBHFZ,2021-08-01,0.00000000,0.00000000,0,California,Running Springs,92382,34.18621100,-117.07683000,Male,Yes,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),5910
0723-DRCLG,2021-08-01,0.00000000,0.00000000,3,California,Holtville,92250,32.81100100,-115.15286500,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2394
0516-VRYBW,2021-08-01,0.00000000,0.00000000,3,California,Stanton,90680,33.80186900,-117.99506800,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),4931
4786-UKSNZ,2021-08-01,0.00000000,0.00000000,6,California,Clayton,94517,37.88184200,-121.84811100,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5418
8699-ASUFO,2021-08-01,0.00000000,0.00000000,6,California,Nuevo,92567,33.82769000,-117.10224400,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,4969
1150-WFARN,2021-08-01,0.00000000,0.00000000,6,California,Brawley,92227,33.03933000,-115.19185700,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5516
4277-PVRAN,2021-08-01,0.00000000,0.00000000,8,California,Daly City,94014,37.69156100,-122.44520200,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5071
6956-SMUCM,2021-08-01,0.00000000,0.00000000,0,California,Miranda,95553,40.21089500,-123.86000000,Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),5236
6941-PMGEP,2021-08-01,0.00000000,0.00000000,0,California,Novato,94945,38.13589700,-122.56368300,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3937
4760-XOHVN,2021-08-01,0.00000000,0.00000000,8,California,Myers Flat,95554,40.26715800,-123.80591300,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2865
0224-HJAPT,2021-08-01,0.00000000,0.00000000,8,California,San Diego,92104,32.74149900,-117.12740900,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2857
5590-BYNII,2021-08-01,0.00000000,0.00000000,8,California,Bayside,95524,40.82548600,-124.04948500,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4152
3445-HXXGF,2021-08-01,0.00000000,0.00000000,8,California,Sierra Madre,91024,34.16868600,-118.05750500,Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,5444
1976-CFOCS,2021-08-01,0.00000000,0.00000000,8,California,Dana Point,92629,33.47792300,-117.70531400,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,4531
2321-OMBXY,2021-08-01,0.00000000,0.00000000,8,California,Carlsbad,92009,33.09801800,-117.25820300,Female,No,Yes,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),2071
6933-FHBZC,2021-08-01,63.89700000,177064.80000000,0,California,Moreno Valley,92551,33.88274000,-117.22487800,Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,3079
5046-NUHWD,2021-08-01,51.30000000,140066.10000000,0,California,Hacienda Heights,91745,33.99847100,-117.97375800,Female,Yes,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3094
2364-UFROM,2021-08-01,80.25600000,233101.50000000,0,California,San Diego,92123,32.80881400,-117.13469400,Male,No,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,3380
9750-BOOHV,2021-08-01,34.37100000,105752.10000000,0,California,Torrance,90501,33.83369900,-118.31438700,Female,No,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,3585
8859-DZTGQ,2021-08-01,23.19900000,78631.50000000,0,California,Petaluma,94952,38.23701800,-122.77872000,Male,No,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,2507
4390-KYULV,2021-08-01,0.00000000,0.00000000,3,California,Piru,93040,34.43284300,-118.73010600,Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),4115
7683-CBDKJ,2021-08-01,0.00000000,0.00000000,3,California,Palmdale,93550,34.53623200,-118.08293500,Male,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,2881
9053-JZFKV,2021-08-01,0.00000000,0.00000000,3,California,Redway,95560,40.14225600,-123.85292700,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4495
9136-ALYBR,2021-08-01,0.00000000,0.00000000,6,California,Fontana,92337,34.04967100,-117.46889600,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2121
3096-IZETN,2021-08-01,0.00000000,0.00000000,6,California,Lomita,90717,33.79420900,-118.31735400,Female,No,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),4741
8087-LGYHQ,2021-08-01,107.21700000,92528.10000000,0,California,Crestline,92325,34.24806100,-117.29028000,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3475
7665-VIGUD,2021-08-01,23.19900000,20098.20000000,0,California,Santa Barbara,93108,34.45754100,-119.63107200,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,4745
7596-LDUXP,2021-08-01,97.07100000,111611.70000000,0,California,Rodeo,94572,38.02721800,-122.23463000,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),2452
7473-ZBDSN,2021-08-01,21.43200000,29132.70000000,0,California,Walnut Creek,94595,37.86212800,-122.07519700,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5751
6583-KQJLK,2021-08-01,107.90100000,146495.70000000,0,California,Twin Bridges,95735,38.80548100,-120.13287000,Female,Yes,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5868
6598-KELSS,2021-08-01,49.07700000,251717.70000000,0,California,San Diego,92108,32.77404600,-117.14245400,Male,No,No,Yes,50,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),5409
2207-RYYRL,2021-08-01,27.98700000,151739.70000000,0,California,Grass Valley,95945,39.19453900,-120.98806600,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5535
6008-NAIXK,2021-08-01,63.21300000,338232.30000000,0,California,Pine Grove,95665,38.40026400,-120.64127400,Male,Yes,No,No,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,4521
9691-HKOVS,2021-08-01,102.77100000,560532.30000000,0,California,San Jose,95125,37.29492600,-121.89476300,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4712
5198-EFNBM,2021-08-01,103.34100000,592777.20000000,0,California,Kingsburg,93631,36.47823900,-119.52137000,Male,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,5636
9830-ECLEN,2021-08-01,57.00000000,332862.90000000,0,California,Winton,95388,37.42129900,-120.59958700,Male,No,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,4704
0479-HMSWA,2021-08-01,120.21300000,309544.20000000,0,California,San Clemente,92672,33.42948800,-117.60943200,Female,No,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,5980
9513-DXHDA,2021-08-01,93.13800000,252230.70000000,0,California,Auburn,95603,38.91288100,-121.08276600,Male,No,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,2445
6440-DKQGE,2021-08-01,73.53000000,220014.30000000,0,California,Carson,90746,33.85917100,-118.25227200,Male,No,No,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),4320
6486-LHTMA,2021-08-01,103.39800000,323247.00000000,0,California,California City,93505,35.15149100,-117.92759700,Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,2364
0454-OKRCT,2021-08-01,91.88400000,302225.40000000,0,California,Palo Alto,94301,37.44431400,-122.14999600,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),5542
7601-GNDYK,2021-08-01,22.34400000,78312.30000000,0,California,Wildomar,92595,33.61710800,-117.25334900,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,3764
4686-GEFRM,2021-08-01,112.51800000,781914.60000000,0,California,Pioneertown,92268,34.20110800,-116.59345600,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),5582
6953-PBDIN,2021-08-01,83.16300000,600272.70000000,0,California,Fort Bidwell,96112,41.93220700,-120.13594100,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),6466
2961-VNFKL,2021-08-01,29.58300000,205416.60000000,0,California,Mountain View,94041,37.38834900,-122.07529900,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),5072
8884-FEEWR,2021-08-01,23.48400000,85956.00000000,0,California,El Dorado Hills,95762,38.68443700,-121.05563400,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),2858
2368-GAKKQ,2021-08-01,129.56100000,905074.50000000,0,California,Sylmar,91342,34.32162100,-118.39984100,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6424
8975-SKGRX,2021-08-01,132.35400000,947402.70000000,0,California,Redwood City,94063,37.49941100,-122.19631800,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5027
2400-XIWIO,2021-08-01,102.71400000,719442.60000000,0,California,Lucerne,95458,39.14193400,-122.77067900,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,5054
0742-LAFQK,2021-08-01,113.03100000,846119.40000000,0,California,Fullerton,92833,33.87763900,-117.96121200,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,5152
3219-JQRSL,2021-08-01,101.57400000,724173.60000000,0,California,Monterey Park,91755,34.04917200,-118.11502200,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4627
0626-QXNGV,2021-08-01,27.53100000,202515.30000000,0,California,Arcata,95521,40.83995800,-124.00375700,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),5613
5433-KYGHE,2021-08-01,61.76520000,83602.07100000,8,California,Avila Beach,93424,35.18664400,-120.72830500,Female,No,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,5494
6243-OZGFH,2021-08-01,32.28309000,71593.76700000,8,California,Vista,92084,33.22784000,-117.20002400,Female,No,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3248
0365-TRTPY,2021-08-01,65.49984000,242916.78600000,8,California,Covina,91724,34.08111000,-117.85393500,Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),5135
5014-WUQMG,2021-08-01,69.01902000,315393.93900000,8,California,Hornbrook,96044,41.96212700,-122.52769600,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,5793
4135-FRWKJ,2021-08-01,54.76275000,298379.78100000,8,California,Santa Monica,90404,34.02633400,-118.47422200,Female,Yes,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,4319
0083-PIVIK,2021-08-01,58.35375000,399861.44100000,8,California,Tulelake,96134,41.81352100,-121.49266600,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,4761
7067-KSAZT,2021-08-01,0.00000000,0.00000000,0,California,Chico,95928,39.68148800,-121.83721000,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,5965
0032-PGELS,2021-08-01,0.00000000,0.00000000,3,California,Palomar Mountain,92060,33.30985200,-116.82309100,Female,No,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),5171
1075-BGWOH,2021-08-01,0.00000000,0.00000000,3,California,Rosemead,91770,34.06510800,-118.08279100,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3392
4361-JEIVL,2021-08-01,0.00000000,0.00000000,6,California,Greenfield,93927,36.24870800,-121.38661700,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4067
7562-GSUHK,2021-08-01,0.00000000,0.00000000,6,California,Jamestown,95327,37.84771000,-120.48658900,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),5497
1363-TXLSL,2021-08-01,0.00000000,0.00000000,8,California,San Lucas,93954,36.12552900,-120.86444300,Male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4962
2154-KVJFF,2021-08-01,0.00000000,0.00000000,8,California,Stevinson,95374,37.31680700,-120.85575300,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2813
6185-TASNN,2021-08-01,52.78200000,5278.20000000,0,California,Chula Vista,91913,32.64164000,-116.98502600,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2546
8687-BAFGU,2021-08-01,84.36000000,8436.00000000,0,California,Clovis,93612,36.81453900,-119.71186800,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,4148
3976-NLDEZ,2021-08-01,23.48400000,2348.40000000,0,California,Mira Loma,91752,33.99999200,-117.53539500,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5370
0196-JTUQI,2021-08-01,85.72800000,72258.90000000,0,California,Clarksburg,95612,38.38464800,-121.57870100,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),5841
0621-JFHOL,2021-08-01,33.74400000,34091.70000000,0,California,North Hollywood,91602,34.15136000,-118.36478600,Female,No,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,3180
5424-RLQLC,2021-08-01,68.00100000,72840.30000000,0,California,Bonsall,92003,33.29090700,-117.20289500,Male,No,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,2385
7486-KSRVI,2021-08-01,0.00000000,0.00000000,3,California,Folsom,95630,38.67263800,-121.14740300,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,4760
9728-FTTVZ,2021-08-01,0.00000000,0.00000000,6,California,Williams,95987,39.11753700,-122.28465400,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4073
2873-ZLIWT,2021-08-01,0.00000000,0.00000000,6,California,Inyokern,93527,36.04131500,-118.18823500,Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,5764
6457-USBER,2021-08-01,0.00000000,0.00000000,8,California,Los Angeles,90014,34.04314400,-118.25197700,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4424
3038-PQIUY,2021-08-01,59.57469000,227167.34400000,6,California,Dulzura,91917,32.62299900,-116.68785500,Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4933
9019-QVLZD,2021-08-01,0.00000000,0.00000000,0,California,Oakland,94602,37.80388300,-122.20841700,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,5082
0318-QUUOB,2021-08-01,0.00000000,0.00000000,0,California,Santa Rosa,95403,38.48843100,-122.75283900,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4273
8821-XNHVZ,2021-08-01,0.00000000,0.00000000,0,California,Solana Beach,92075,33.00181300,-117.26362800,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,2943
6142-VSJQO,2021-08-01,0.00000000,0.00000000,0,California,Homeland,92548,33.76189400,-117.12086800,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4599
1400-MMYXY,2021-08-01,0.00000000,0.00000000,0,California,Alhambra,91801,34.09092500,-118.12816400,Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2715
8111-RKSPX,2021-08-01,0.00000000,0.00000000,0,California,Santa Rosa,95401,38.46051700,-122.79033500,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5668
8481-YYXWG,2021-08-01,0.00000000,0.00000000,0,California,Hume,93628,36.80759500,-118.90154400,Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,4584
1320-HTRDR,2021-08-01,0.00000000,0.00000000,8,California,Fellows,93224,35.21573100,-119.57013000,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5948
4822-RVYBB,2021-08-01,0.00000000,0.00000000,8,California,Berkeley,94704,37.87141600,-122.24659700,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5906
3325-FUYCG,2021-08-01,0.00000000,0.00000000,8,California,Five Points,93624,36.39774500,-120.11991100,Male,No,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,3770
9300-AGZNL,2021-08-01,0.00000000,0.00000000,8,California,Elk Creek,95939,39.53222000,-122.59487900,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4176
3902-FOIGH,2021-08-01,0.00000000,0.00000000,8,California,Doyle,96109,40.01267500,-120.10185700,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3967
1264-BYWMS,2021-08-01,0.00000000,0.00000000,8,California,La Grange,95329,37.66658700,-120.41151700,Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4089
0869-PAPRP,2021-08-01,97.69800000,235638.00000000,0,California,Pixley,93256,35.95701900,-119.33092800,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3935
7552-KEYGT,2021-08-01,22.28700000,59342.70000000,0,California,Platina,96076,40.36796400,-122.93737900,Male,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),4430
3002-WQZWT,2021-08-01,84.58800000,227230.50000000,0,California,Murrieta,92563,33.58104500,-117.14719000,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3982
8819-IMISP,2021-08-01,91.71300000,276917.40000000,0,California,Redlands,92373,34.00324300,-117.13828600,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4684
6478-HRRCZ,2021-08-01,80.37000000,250999.50000000,0,California,Stirling City,95978,39.90400200,-121.52782300,Male,No,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,5870
0020-JDNXP,2021-08-01,69.82500000,227224.80000000,0,California,Point Reyes Station,94956,38.06026400,-122.83064600,Female,No,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,3607
1122-YJBCS,2021-08-01,61.16100000,433701.60000000,0,California,Los Angeles,90032,34.07882100,-118.17757600,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),6092
6994-FGRHH,2021-08-01,121.01100000,852161.40000000,0,California,Meadow Vista,95722,39.00335800,-121.02253900,Male,No,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4649
2694-CIUMO,2021-08-01,90.68700000,109240.50000000,0,California,Los Angeles,90033,34.05019800,-118.21094600,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),3445
